Company Name,Industry,Symbol,Series,ISIN Code
Fortis Healthcare Ltd.,HEALTHCARE SERVICES,FORTIS,EQ,INE061F01013
GE T&D India Ltd.,INDUSTRIAL MANUFACTURING,GET&D,EQ,INE200A01026
GMR Infrastructure Ltd.,CONSTRUCTION,GMRINFRA,EQ,INE776C01039
Gillette India Ltd.,CONSUMER GOODS,GILLETTE,EQ,INE322A01010
Godrej Industries Ltd.,CONSUMER GOODS,GODREJIND,EQ,INE233A01035
Godrej Properties Ltd.,CONSTRUCTION,GODREJPROP,EQ,INE484J01027
Gruh Finance Ltd.,FINANCIAL SERVICES,GRUH,EQ,INE580B01029
Gujarat Fluorochemicals Ltd.,INDUSTRIAL MANUFACTURING,GUJFLUORO,EQ,INE538A01037
Gujarat Gas Ltd.,ENERGY,GUJGASLTD,EQ,INE844O01022
Gujarat Pipavav Port Ltd.,SERVICES,GPPL,EQ,INE517F01014
Gujarat State Petronet Ltd.,ENERGY,GSPL,EQ,INE246F01010
Hexaware Technologies Ltd.,IT,HEXAWARE,EQ,INE093A01033
Housing & Urban Development Corporation Ltd.,FINANCIAL SERVICES,HUDCO,EQ,INE031A01017
IDBI Bank Ltd.,FINANCIAL SERVICES,IDBI,EQ,INE008A01015
IDFC Bank Ltd.,FINANCIAL SERVICES,IDFCBANK,EQ,INE092T01019
IDFC Ltd.,FINANCIAL SERVICES,IDFC,EQ,INE043D01016
IRB Infrastructure Developers Ltd.,CONSTRUCTION,IRB,EQ,INE821I01014
Indian Bank,FINANCIAL SERVICES,INDIANB,EQ,INE562A01011
Indian Hotels Co. Ltd.,SERVICES,INDHOTEL,EQ,INE053A01029
Indian Overseas Bank ,FINANCIAL SERVICES,IOB,EQ,INE565A01014
Indraprastha Gas Ltd.,ENERGY,IGL,EQ,INE203G01019
Info Edge (India) Ltd.,IT,NAUKRI,EQ,INE663F01024
Ipca Laboratories Ltd.,PHARMA,IPCALAB,EQ,INE571A01020
JM Financial Ltd.,FINANCIAL SERVICES,JMFINANCIL,EQ,INE780C01023
JSW Energy Ltd.,ENERGY,JSWENERGY,EQ,INE121E01018
Jindal Steel & Power Ltd.,METALS,JINDALSTEL,EQ,INE749A01030
Jubilant Foodworks Ltd.,CONSUMER GOODS,JUBLFOOD,EQ,INE797F01012
Jubilant Life Sciences Ltd.,PHARMA,JUBILANT,EQ,INE700A01033
Jyothy Laboratories Ltd.,CONSUMER GOODS,JYOTHYLAB,EQ,INE668F01031
KRBL Ltd.,CONSUMER GOODS,KRBL,EQ,INE001B01026
Kajaria Ceramics Ltd.,CONSTRUCTION,KAJARIACER,EQ,INE217B01036
Kansai Nerolac Paints Ltd.,CONSUMER GOODS,KANSAINER,EQ,INE531A01024
Karur Vysya Bank Ltd.,FINANCIAL SERVICES,KARURVYSYA,EQ,INE036D01028
L&T Finance Holdings Ltd.,FINANCIAL SERVICES,L&TFH,EQ,INE498L01015
L&T Technology Services Ltd.,IT,LTTS,EQ,INE010V01017
Larsen & Toubro Infotech Ltd.,IT,LTI,EQ,INE214T01019
Mahanagar Gas Ltd.,ENERGY,MGL,EQ,INE002S01010
Mahindra & Mahindra Financial Services Ltd.,FINANCIAL SERVICES,M&MFIN,EQ,INE774D01024
Mahindra CIE Automotive Ltd.,INDUSTRIAL MANUFACTURING,MAHINDCIE,EQ,INE536H01010
Manappuram Finance Ltd.,FINANCIAL SERVICES,MANAPPURAM,EQ,INE522D01027
Mangalore Refinery & Petrochemicals Ltd.,ENERGY,MRPL,EQ,INE103A01014
Max Financial Services Ltd.,FINANCIAL SERVICES,MFSL,EQ,INE180A01020
MindTree Ltd.,IT,MINDTREE,EQ,INE018I01017
Motilal Oswal Financial Services Ltd.,FINANCIAL SERVICES,MOTILALOFS,EQ,INE338I01027
MphasiS Ltd.,IT,MPHASIS,EQ,INE356A01018
Muthoot Finance Ltd.,FINANCIAL SERVICES,MUTHOOTFIN,EQ,INE414G01012
NATCO Pharma Ltd.,PHARMA,NATCOPHARM,EQ,INE987B01026
NBCC (India) Ltd.,CONSTRUCTION,NBCC,EQ,INE095N01023
NLC India Ltd.,ENERGY,NLCINDIA,EQ,INE589A01014
Narayana Hrudayalaya Ltd.,HEALTHCARE SERVICES,NH,EQ,INE410P01011
National Aluminium Co. Ltd.,METALS,NATIONALUM,EQ,INE139A01034
Oberoi Realty Ltd.,CONSTRUCTION,OBEROIRLTY,EQ,INE093I01010
PC Jeweller Ltd.,CONSUMER GOODS,PCJEWELLER,EQ,INE785M01013
PI Industries Ltd.,FERTILISERS & PESTICIDES,PIIND,EQ,INE603J01030
PNB Housing Finance Ltd.,FINANCIAL SERVICES,PNBHOUSING,EQ,INE572E01012
Page Industries Ltd.,TEXTILES,PAGEIND,EQ,INE761H01022
Pfizer Ltd.,PHARMA,PFIZER,EQ,INE182A01018
Phoenix Mills Ltd.,CONSTRUCTION,PHOENIXLTD,EQ,INE211B01039
Prestige Estates Projects Ltd.,CONSTRUCTION,PRESTIGE,EQ,INE811K01011
Quess Corp Ltd.,SERVICES,QUESS,EQ,INE615P01015
RBL Bank Ltd.,FINANCIAL SERVICES,RBLBANK,EQ,INE976G01028
Rajesh Exports Ltd.,CONSUMER GOODS,RAJESHEXPO,EQ,INE343B01030
Reliance Communications Ltd.,TELECOM,RCOM,EQ,INE330H01018
Reliance Infrastructure Ltd.,ENERGY,RELINFRA,EQ,INE036A01016
Reliance Power Ltd.,ENERGY,RPOWER,EQ,INE614G01033
SJVN Ltd.,ENERGY,SJVN,EQ,INE002L01015
SKF India Ltd.,INDUSTRIAL MANUFACTURING,SKFINDIA,EQ,INE640A01023
SRF Ltd.,TEXTILES,SRF,EQ,INE647A01010
Sanofi India Ltd.,PHARMA,SANOFI,EQ,INE058A01010
Schaeffler India Ltd.,INDUSTRIAL MANUFACTURING,SCHAEFFLER,EQ,INE513A01014
Shriram City Union Finance Ltd.,FINANCIAL SERVICES,SHRIRAMCIT,EQ,INE722A01011
Solar Industries India Ltd.,CHEMICALS,SOLARINDS,EQ,INE343H01029
Strides Shasun Ltd.,PHARMA,STAR,EQ,INE939A01011
Sun Pharma Advanced Research Company Ltd.,PHARMA,SPARC,EQ,INE232I01014
Sundaram Finance Ltd.,FINANCIAL SERVICES,SUNDARMFIN,EQ,INE660A01013
Sundram Fasteners Ltd.,AUTOMOBILE,SUNDRMFAST,EQ,INE387A01021
Supreme Industries Ltd.,INDUSTRIAL MANUFACTURING,SUPREMEIND,EQ,INE195A01028
Suzlon Energy Ltd.,INDUSTRIAL MANUFACTURING,SUZLON,EQ,INE040H01021
Symphony Ltd.,CONSUMER GOODS,SYMPHONY,EQ,INE225D01027
Syndicate Bank,FINANCIAL SERVICES,SYNDIBANK,EQ,INE667A01018
Syngene International Ltd.,PHARMA,SYNGENE,EQ,INE398R01022
TTK Prestige Ltd.,CONSUMER GOODS,TTKPRESTIG,EQ,INE690A01010
TV18 Broadcast Ltd.,MEDIA & ENTERTAINMENT,TV18BRDCST,EQ,INE886H01027
TVS Motor Company Ltd.,AUTOMOBILE,TVSMOTOR,EQ,INE494B01023
Tata Chemicals Ltd.,CHEMICALS,TATACHEM,EQ,INE092A01019
Tata Communications Ltd.,TELECOM,TATACOMM,EQ,INE151A01013
Tata Global Beverages Ltd.,CONSUMER GOODS,TATAGLOBAL,EQ,INE192A01025
The Ramco Cements Ltd.,CEMENT & CEMENT PRODUCTS,RAMCOCEM,EQ,INE331A01037
Thermax Ltd.,INDUSTRIAL MANUFACTURING,THERMAX,EQ,INE152A01029
Thomas Cook (India) Ltd.,SERVICES,THOMASCOOK,EQ,INE332A01027
Torrent Power Ltd.,ENERGY,TORNTPOWER,EQ,INE813H01021
Trent Ltd.,CONSUMER GOODS,TRENT,EQ,INE849A01020
Union Bank of India,FINANCIAL SERVICES,UNIONBANK,EQ,INE692A01016
United Breweries Ltd.,CONSUMER GOODS,UBL,EQ,INE686F01025
V-Guard Industries Ltd.,INDUSTRIAL MANUFACTURING,VGUARD,EQ,INE951I01027
Vakrangee Ltd.,IT,VAKRANGEE,EQ,INE051B01021
Vardhman Textiles Ltd.,TEXTILES,VTL,EQ,INE825A01012
Varun Beverages Ltd.,CONSUMER GOODS,VBL,EQ,INE200M01013
Vijaya Bank,FINANCIAL SERVICES,VIJAYABANK,EQ,INE705A01016
Voltas Ltd.,CONSTRUCTION,VOLTAS,EQ,INE226A01021
WABCO India Ltd.,AUTOMOBILE,WABCOINDIA,EQ,INE342J01019
Welspun India Ltd.,TEXTILES,WELSPUNIND,EQ,INE192B01031
Whirlpool of India Ltd.,CONSUMER GOODS,WHIRLPOOL,EQ,INE716A01013
Wockhardt Ltd.,PHARMA,WOCKPHARMA,EQ,INE049B01025
